X,Buy/Neutral/Sell,tweets,replies,retweets,favs,user,timeStamp,new_tweets,new_dts,assigned_member,coinMentioned,termsMentioned
1188,0,"<a href=""/search?q=%24ZCL&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZCL</b></a> seems to be on a move, interesting pattern, managed to close above support again, looking up. might pop, observing<a href=""https://t.co/OYccb2Wrby"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/OYccb2Wrby</a>",16,24,47,CryptoYoda1338,2017-10-24 08:31:00,seems to be on a move interesting pattern managed to close above support again looking up might pop observing,1508805060,claire,FALSE,TRUE
1190,1,"Welcome back <a href=""/search?q=%24ALTS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ALTS</b></a>, long time no see. seems like after all, the Bitcoin Gold story was good for something. Preparing for upside action soon",15,84,331,CryptoYoda1338,2017-10-24 04:06:00,welcome back long time no see seems like after all the bitcoin gold story was good for something preparing for upside action soon,1508789160,claire,TRUE,TRUE
1191,1,"FOMO level activated. lets see how much buying pressure there really is. requirements for moon leg up are given <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>",8,19,80,CryptoYoda1338,2017-10-20 08:16:00,fomo level activated lets see how much buying pressure there really is requirements for moon leg up are given,1508458560,claire,FALSE,TRUE
1193,1,"top sellers did not get filled at previous high support, are now forced to buy higher, which means FOMO is lurking around soon. significant.<a href=""https://t.co/CnXXibnhya"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/CnXXibnhya</a>",13,46,151,CryptoYoda1338,2017-10-19 06:55:00,top sellers did not get filled at previous high support are now forced to buy higher which means fomo is lurking around soon significant,1508367300,claire,FALSE,TRUE
1195,0,"Something new to live by.

<a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/hashtag/crypto?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>crypto</b></a><a href=""https://t.co/AiD7I2rF2T"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/AiD7I2rF2T</a>",30,436,1100,CryptoYoda1338,2017-10-16 01:50:00,something new to live by,1508089800,claire,TRUE,FALSE
1196,0,"while everyone is panicking about <a href=""/hashtag/altcoins?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoins</b></a>, all I see is a rare opportunity to accumulate more <a href=""/hashtag/cryptocurrencies?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>cryptocurrencies</b></a> at cheap prices",69,272,875,CryptoYoda1338,2017-10-15 10:53:00,while everyone is panicking about all i see is a rare opportunity to accumulate more at cheap prices,1508035980,claire,FALSE,TRUE
1197,1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> might rally from here. Three wave correction is completed, now Higher Low, Higher High attempt. /USD bound to upside as well<a href=""https://t.co/e8TMjLtIDh"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/e8TMjLtIDh</a>",24,136,289,CryptoYoda1338,2017-10-15 08:58:00,might rally from here three wave correction is completed now higher low higher high attempt usd bound to upside as well,1508029080,claire,FALSE,TRUE
1198,0,"Breaking! <a href=""/hashtag/Russia?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Russia</b></a> to issue its own cryptocurrency, the CryptoRuble.<a href=""https://t.co/XSMz69sg2t"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://cointelegraph.com/news/breaking-russia-issuing-cryptoruble"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://cointelegraph.com/news/breaking-russia-issuing-cryptoruble""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">cointelegraph.com/news/breaking-</span><span class=""invisible"">russia-issuing-cryptoruble</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",142,801,817,CryptoYoda1338,2017-10-15 08:04:00,breaking to issue its own cryptocurrency the cryptoruble,1508025840,claire,FALSE,TRUE
1199,1,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> trying to break out from low range @ support looking to retest $5800 area. If that fails, likely correction down to $5000ish. <a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> same<a href=""https://t.co/WwV4eoAHkJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/WwV4eoAHkJ</a>",20,42,140,CryptoYoda1338,2017-10-15 06:43:00,trying to break out from low range support looking to retest area if that fails likely correction down to ish same,1508020980,claire,FALSE,TRUE
1200,1,"Assuming <a href=""/hashtag/Bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Bitcoin</b></a> <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> grows the same % during this bubble as in the past 2, that would give us an implied price target of...uh...$100k <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" draggable=""false"" alt=""🤔"" title=""Thinking face"" aria-label=""Emoji: Thinking face""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" draggable=""false"" alt=""🤔"" title=""Thinking face"" aria-label=""Emoji: Thinking face""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" draggable=""false"" alt=""🤔"" title=""Thinking face"" aria-label=""Emoji: Thinking face""><a href=""https://t.co/iAMZKpLyzJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/iAMZKpLyzJ</a>",14,42,128,CryptoYoda1338,2017-10-13 12:31:00,assuming grows the same during this bubble as in the past that would give us an implied price target ofuhk,1507869060,claire,FALSE,TRUE
1201,0,"My deepest thanks to the US government, Senator McCain and Senator Lieberman for pushing Visa, MasterCard, Payal, AmEx, Mooneybookers, et al, into erecting an illegal banking blockade against <a href=""/wikileaks"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""16589206""><s>@</s><b>WikiLeaks</b></a> starting in 2010. It caused us to invest in Bitcoin -- with &gt; 50000% return.<a href=""https://t.co/9i8D69yxLC"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/9i8D69yxLC</a>",1100,19000,34000,CryptoYoda1338,2017-10-14 10:05:00,my deepest thanks to the us government senator mccain and senator lieberman for pushing visa mastercard payal amex mooneybookers et al into erecting an illegal banking blockade against starting in it caused us to invest in bitcoin with gt return,1507946700,claire,TRUE,TRUE
1202,0,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> bear liquidations visualized<a href=""https://t.co/Xaxk0naVkg"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Xaxk0naVkg</a>",14,78,251,CryptoYoda1338,2017-10-12 04:31:00,bear liquidations visualized,1507753860,claire,FALSE,TRUE
1203,1,"Next level of parabola in development. global fomo incoming. <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> will go to 100k - if you want it or not - BTC won't care.<a href=""https://t.co/44303SLf1B"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/44303SLf1B</a>",32,203,483,CryptoYoda1338,2017-10-12 02:30:00,next level of parabola in development global fomo incoming will go to k if you want it or not btc won't care,1507746600,claire,TRUE,FALSE
1204,0,"Media Attention &lt;-&gt; Enthusiasm <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>

4k: check
5k: check
8k: tbd
10k: tbd
12k: tbd
100k: tbd",3,48,221,CryptoYoda1338,2017-10-12 02:26:00,media attention ltgt enthusiasm k checkk checkk tbdk tbdk tbdk tbd,1507746360,claire,TRUE,FALSE
1208,-1,"Mainstream media on BTC: MASSIVE BUBBLE!! Mainstream media on stockmarket: ''more room for upside''<a href=""https://t.co/ZLp3Hmdh2w"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ZLp3Hmdh2w</a>",12,75,140,CryptoYoda1338,2017-10-10 05:01:00,mainstream media on btc massive bubble mainstream media on stockmarket ''more room for upside'',1507582860,claire,TRUE,TRUE
1210,0,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> managed to pinch over rising wedge, now lets see what happens: Strong volume breakout or failed breakout aka Top",7,27,100,CryptoYoda1338,2017-10-09 10:48:00,managed to pinch over rising wedge now lets see what happens strong volume breakout or failed breakout aka top,1507517280,claire,TRUE,TRUE
1212,0,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> currently in rising wedge. bearish pattern, however with chances for strong upside breakout. key level to observe: around $4650-$4700<a href=""https://t.co/UU2IYFtXcg"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/UU2IYFtXcg</a>",9,37,104,CryptoYoda1338,2017-10-09 04:06:00,currently in rising wedge bearish pattern however with chances for strong upside breakout key level to observe around,1507493160,claire,TRUE,TRUE
1213,1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a>/USD breaking out. might have implications on <a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a>/BTC",7,43,158,CryptoYoda1338,2017-10-08 13:42:00,usd breaking out might have implications on btc,1507441320,claire,TRUE,TRUE
1215,0,"chartlove in a nutshell<a href=""https://t.co/im3Ueifqki"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/PeterLBrandt/status/916344050063683584"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/PeterLBrandt/status/916344050063683584""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/PeterLBrandt/s</span><span class=""invisible"">tatus/916344050063683584</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",3,2,24,CryptoYoda1338,2017-10-06 10:33:00,chartlove in a nutshell,1507257180,claire,FALSE,TRUE
1218,0,"The Bitcoin ""Smile"" - Cryptocurrencies Surge As Dollar Purchasing Power Plunges<a href=""https://t.co/CG077gtK6Z"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.zerohedge.com/news/2017-10-02/bitcoin-smile-cryptocurrencies-surge-dollar-purchasing-power-plunges"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""http://www.zerohedge.com/news/2017-10-02/bitcoin-smile-cryptocurrencies-surge-dollar-purchasing-power-plunges""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">zerohedge.com/news/2017-10-0</span><span class=""invisible"">2/bitcoin-smile-cryptocurrencies-surge-dollar-purchasing-power-plunges</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",24,269,349,CryptoYoda1338,2017-10-02 12:08:00,the bitcoin smile cryptocurrencies surge as dollar purchasing power plunges,1506917280,claire,TRUE,FALSE
1220,1,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> 3d chart shows failed breakout below EMA 20. Last time that happened price doubled within a month<a href=""https://t.co/oVFY3WGW5s"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/oVFY3WGW5s</a>",20,215,425,CryptoYoda1338,2017-09-27 10:23:00,d chart shows failed breakout below ema last time that happened price doubled within a month,1506478980,claire,FALSE,TRUE
1221,1,"next trigger is around $4120 Finex prices, would make this a Higher High breakout, likely trend continuation<a href=""https://t.co/8PP9t7x6Qv"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/8PP9t7x6Qv</a>",9,49,128,CryptoYoda1338,2017-09-27 03:22:00,next trigger is around finex prices would make this a higher high breakout likely trend continuation,1506453720,claire,FALSE,TRUE
1226,0,"i think <a href=""/officialmcafee"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""961445378""><s>@</s><b>officialmcafee</b></a> definitely has a point. The deep State will fight crypto, and they will fail. we are here to witness<a href=""https://t.co/4ssnlFfTBE"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4ssnlFfTBE</a>",14,56,137,CryptoYoda1338,2017-09-23 04:05:00,i think definitely has a point the deep state will fight crypto and they will fail we are here to witness,1506110700,claire,FALSE,TRUE
1228,0,Fuck Yellen. Fuck the Fed. The new world order is coming and I am coming with it.,263,1100,3000,CryptoYoda1338,2017-09-22 13:15:00,fuck yellen fuck the fed the new world order is coming and i am coming with it,1506057300,claire,FALSE,TRUE
1229,0,HODLing is the zen of crypto. Takes a master to know when to do nothing.,22,198,615,CryptoYoda1338,2017-09-22 16:38:00,hodling is the zen of crypto takes a master to know when to do nothing,1506069480,claire,TRUE,FALSE
1232,1,"<a href=""/search?q=%24ZEC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZEC</b></a> on the move, trying to break out of buy territory. note how <a href=""/search?q=%24ZCL&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZCL</b></a>, <a href=""/search?q=%24XZC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XZC</b></a> &amp; <a href=""/search?q=%24ZEN&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZEN</b></a> are rising as well. have all of them<a href=""https://t.co/ejLWIyZVxH"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ejLWIyZVxH</a>",21,78,174,CryptoYoda1338,2017-09-22 01:19:00,on the move trying to break out of buy territory note how amp are rising as well have all of them,1506014340,claire,TRUE,TRUE
1233,1,"<a href=""/search?q=%24XZC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XZC</b></a> managed the breakout above trendline in daily on high volume. looks solid<a href=""https://t.co/O504mqELJm"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/O504mqELJm</a>",12,33,73,CryptoYoda1338,2017-09-20 05:44:00,managed the breakout above trendline in daily on high volume looks solid,1505857440,claire,FALSE,TRUE
